student_id,subject_id,grade,semester,year,curriculum,grade_num,career
046c2f3be8bdd5507e4170d562d37502,90644010,,1,2564,วิศวกรรมคอมพิวเตอร์,,
04727c3562e5778e9cfddd422f20a0a4,90101002,,1,2564,วิศวกรรมคอมพิวเตอร์,,
04727c3562e5778e9cfddd422f20a0a4,90641001,,1,2564,วิศวกรรมคอมพิวเตอร์,,
04727c3562e5778e9cfddd422f20a0a4,90641003,,1,2564,วิศวกรรมคอมพิวเตอร์,,
04727c3562e5778e9cfddd422f20a0a4,90642036,,1,2564,วิศวกรรมคอมพิวเตอร์,,
04727c3562e5778e9cfddd422f20a0a4,90644007,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
04727c3562e5778e9cfddd422f20a0a4,90644008,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
04727c3562e5778e9cfddd422f20a0a4,90644014,,1,2564,วิศวกรรมคอมพิวเตอร์,,
04d36215b0591a364f935081891751d5,90101002,A,1,2561,วิศวกรรมคอมพิวเตอร์,4,
04d36215b0591a364f935081891751d5,90104010,A,2,2562,วิศวกรรมคอมพิวเตอร์,4,
04d36215b0591a364f935081891751d5,90201001,B+,1,2561,วิศวกรรมคอมพิวเตอร์,3.5,
04d36215b0591a364f935081891751d5,90201002,A,2,2561,วิศวกรรมคอมพิวเตอร์,4,
04d36215b0591a364f935081891751d5,90201020,B+,2,2562,วิศวกรรมคอมพิวเตอร์,3.5,
04d36215b0591a364f935081891751d5,90201024,B+,2,2561,วิศวกรรมคอมพิวเตอร์,3.5,
04d36215b0591a364f935081891751d5,90302003,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
04d36215b0591a364f935081891751d5,90306008,A,1,2561,วิศวกรรมคอมพิวเตอร์,4,
04d36215b0591a364f935081891751d5,90401011,B+,2,2561,วิศวกรรมคอมพิวเตอร์,3.5,
04d36215b0591a364f935081891751d5,90401013,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
0510747c36294fb786203492d17814ee,90108005,B+,1,2563,วิศวกรรมคอมพิวเตอร์,3.5,
0510747c36294fb786203492d17814ee,90201001,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
0510747c36294fb786203492d17814ee,90201002,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
0510747c36294fb786203492d17814ee,90201020,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0510747c36294fb786203492d17814ee,90201035,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
0510747c36294fb786203492d17814ee,90302011,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
0510747c36294fb786203492d17814ee,90401013,B+,2,2563,วิศวกรรมคอมพิวเตอร์,3.5,
054625c3eec9fa8141a0adb5b6667418,90201001,B,1,2563,วิศวกรรมคอมพิวเตอร์,3,
054625c3eec9fa8141a0adb5b6667418,90201002,B+,2,2563,วิศวกรรมคอมพิวเตอร์,3.5,
054625c3eec9fa8141a0adb5b6667418,90201012,,1,2564,วิศวกรรมคอมพิวเตอร์,,
054625c3eec9fa8141a0adb5b6667418,90201035,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
054625c3eec9fa8141a0adb5b6667418,90401011,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
054625c3eec9fa8141a0adb5b6667418,90401013,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
054625c3eec9fa8141a0adb5b6667418,90592016,,1,2564,วิศวกรรมคอมพิวเตอร์,,
055da404267fbfbd78ea10bb8188bdb6,90201001,B+,1,2563,วิศวกรรมคอมพิวเตอร์,3.5,
055da404267fbfbd78ea10bb8188bdb6,90201002,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
055da404267fbfbd78ea10bb8188bdb6,90201020,,1,2564,วิศวกรรมคอมพิวเตอร์,,
055da404267fbfbd78ea10bb8188bdb6,90201035,B,1,2563,วิศวกรรมคอมพิวเตอร์,3,
055da404267fbfbd78ea10bb8188bdb6,90302011,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
055da404267fbfbd78ea10bb8188bdb6,90401013,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
055da404267fbfbd78ea10bb8188bdb6,90592016,,1,2564,วิศวกรรมคอมพิวเตอร์,,
05ef913dfb9533df5a1e730cdbe944fc,90101002,B,2,2563,วิศวกรรมคอมพิวเตอร์,3,
05ef913dfb9533df5a1e730cdbe944fc,90201001,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
05ef913dfb9533df5a1e730cdbe944fc,90201002,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
05ef913dfb9533df5a1e730cdbe944fc,90201035,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
05ef913dfb9533df5a1e730cdbe944fc,90402007,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
05ef913dfb9533df5a1e730cdbe944fc,90402013,B+,1,2563,วิศวกรรมคอมพิวเตอร์,3.5,
0606a0e93cd17e79f75cd5ecd1cecceb,90641001,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0606a0e93cd17e79f75cd5ecd1cecceb,90641003,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0606a0e93cd17e79f75cd5ecd1cecceb,90642036,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0606a0e93cd17e79f75cd5ecd1cecceb,90644007,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
0606a0e93cd17e79f75cd5ecd1cecceb,90644008,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
0606a0e93cd17e79f75cd5ecd1cecceb,90644010,,1,2564,วิศวกรรมคอมพิวเตอร์,,
07b371797e509e23cc6f7509e54174c2,90641001,,1,2564,วิศวกรรมคอมพิวเตอร์,,
07b371797e509e23cc6f7509e54174c2,90641003,,1,2564,วิศวกรรมคอมพิวเตอร์,,
07b371797e509e23cc6f7509e54174c2,90642036,,1,2564,วิศวกรรมคอมพิวเตอร์,,
07b371797e509e23cc6f7509e54174c2,90644007,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
07b371797e509e23cc6f7509e54174c2,90644008,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
07b371797e509e23cc6f7509e54174c2,90644010,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0908f633694104d56f80a77db7a10a43,90402011,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0908f633694104d56f80a77db7a10a43,90641001,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0908f633694104d56f80a77db7a10a43,90641003,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0908f633694104d56f80a77db7a10a43,90642036,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0908f633694104d56f80a77db7a10a43,90644007,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
0908f633694104d56f80a77db7a10a43,90644008,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
0908f633694104d56f80a77db7a10a43,90644010,,1,2564,วิศวกรรมคอมพิวเตอร์,,
099bdb366e4afcacc27a98614b485b9c,90101002,A,1,2561,วิศวกรรมคอมพิวเตอร์,4,
099bdb366e4afcacc27a98614b485b9c,90101003,B+,2,2562,วิศวกรรมคอมพิวเตอร์,3.5,
099bdb366e4afcacc27a98614b485b9c,90108007,A,3,2561,วิศวกรรมคอมพิวเตอร์,4,
099bdb366e4afcacc27a98614b485b9c,90201001,C+,1,2561,วิศวกรรมคอมพิวเตอร์,2.5,
099bdb366e4afcacc27a98614b485b9c,90201002,B,2,2561,วิศวกรรมคอมพิวเตอร์,3,
099bdb366e4afcacc27a98614b485b9c,90201026,A,3,2561,วิศวกรรมคอมพิวเตอร์,4,
099bdb366e4afcacc27a98614b485b9c,90201039,B,1,2562,วิศวกรรมคอมพิวเตอร์,3,
099bdb366e4afcacc27a98614b485b9c,90302003,B+,2,2563,วิศวกรรมคอมพิวเตอร์,3.5,
099bdb366e4afcacc27a98614b485b9c,90306008,B+,1,2561,วิศวกรรมคอมพิวเตอร์,3.5,
099bdb366e4afcacc27a98614b485b9c,90401009,A,2,2561,วิศวกรรมคอมพิวเตอร์,4,
099bdb366e4afcacc27a98614b485b9c,90402013,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
09fa44c08869ab3d5d7f7fed4b511fea,90101003,A,2,2562,วิศวกรรมคอมพิวเตอร์,4,
09fa44c08869ab3d5d7f7fed4b511fea,90104009,B+,1,2561,วิศวกรรมคอมพิวเตอร์,3.5,
09fa44c08869ab3d5d7f7fed4b511fea,90201001,C+,1,2561,วิศวกรรมคอมพิวเตอร์,2.5,
09fa44c08869ab3d5d7f7fed4b511fea,90201002,C+,2,2561,วิศวกรรมคอมพิวเตอร์,2.5,
09fa44c08869ab3d5d7f7fed4b511fea,90201024,A,1,2562,วิศวกรรมคอมพิวเตอร์,4,
09fa44c08869ab3d5d7f7fed4b511fea,90201037,C+,2,2561,วิศวกรรมคอมพิวเตอร์,2.5,
09fa44c08869ab3d5d7f7fed4b511fea,90302003,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
09fa44c08869ab3d5d7f7fed4b511fea,90306008,B+,1,2561,วิศวกรรมคอมพิวเตอร์,3.5,
09fa44c08869ab3d5d7f7fed4b511fea,90401011,B,2,2561,วิศวกรรมคอมพิวเตอร์,3,
09fa44c08869ab3d5d7f7fed4b511fea,90401013,B+,1,2563,วิศวกรรมคอมพิวเตอร์,3.5,
09fa44c08869ab3d5d7f7fed4b511fea,90592007,A,2,2562,วิศวกรรมคอมพิวเตอร์,4,
09fa44c08869ab3d5d7f7fed4b511fea,90592028,,1,2564,วิศวกรรมคอมพิวเตอร์,,
09fa44c08869ab3d5d7f7fed4b511fea,90592033,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0a079386e7934625831ece1087ae915f,90104003,B+,2,2563,วิศวกรรมคอมพิวเตอร์,3.5,
0a079386e7934625831ece1087ae915f,90108007,B+,3,2561,วิศวกรรมคอมพิวเตอร์,3.5,
0a079386e7934625831ece1087ae915f,90201001,A,1,2561,วิศวกรรมคอมพิวเตอร์,4,
0a079386e7934625831ece1087ae915f,90201002,A,2,2561,วิศวกรรมคอมพิวเตอร์,4,
0a079386e7934625831ece1087ae915f,90201012,A,1,2562,วิศวกรรมคอมพิวเตอร์,4,
0a079386e7934625831ece1087ae915f,90201024,A,2,2562,วิศวกรรมคอมพิวเตอร์,4,
0a079386e7934625831ece1087ae915f,90305005,A,1,2561,วิศวกรรมคอมพิวเตอร์,4,
0a079386e7934625831ece1087ae915f,90307001,A,3,2561,วิศวกรรมคอมพิวเตอร์,4,
0a079386e7934625831ece1087ae915f,90401009,B,2,2561,วิศวกรรมคอมพิวเตอร์,3,
0a079386e7934625831ece1087ae915f,90401013,B+,1,2563,วิศวกรรมคอมพิวเตอร์,3.5,
0a079386e7934625831ece1087ae915f,90592007,A,2,2562,วิศวกรรมคอมพิวเตอร์,4,
0a79a2a52f16476649a864895cee89f3,90594001,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0a79a2a52f16476649a864895cee89f3,90641001,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0a79a2a52f16476649a864895cee89f3,90641003,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0a79a2a52f16476649a864895cee89f3,90642036,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0a79a2a52f16476649a864895cee89f3,90644007,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
0a79a2a52f16476649a864895cee89f3,90644008,S,0,2564,วิศวกรรมคอมพิวเตอร์,4,
0a79a2a52f16476649a864895cee89f3,90644010,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0b030ec5f54693f9dade76cd901e2730,90101002,B+,2,2563,วิศวกรรมคอมพิวเตอร์,3.5,
0b030ec5f54693f9dade76cd901e2730,90201001,B,1,2563,วิศวกรรมคอมพิวเตอร์,3,
0b030ec5f54693f9dade76cd901e2730,90201002,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
0b030ec5f54693f9dade76cd901e2730,90201035,B+,1,2563,วิศวกรรมคอมพิวเตอร์,3.5,
0b030ec5f54693f9dade76cd901e2730,90402007,B+,2,2563,วิศวกรรมคอมพิวเตอร์,3.5,
0b030ec5f54693f9dade76cd901e2730,90402013,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
0b5eff7d707568591d3cfc749c527909,90201001,B+,1,2562,วิศวกรรมคอมพิวเตอร์,3.5,
0b5eff7d707568591d3cfc749c527909,90201002,A,2,2562,วิศวกรรมคอมพิวเตอร์,4,
0b5eff7d707568591d3cfc749c527909,90201016,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
0b5eff7d707568591d3cfc749c527909,90303012,B+,1,2562,วิศวกรรมคอมพิวเตอร์,3.5,
0b5eff7d707568591d3cfc749c527909,90306004,B+,2,2562,วิศวกรรมคอมพิวเตอร์,3.5,
0b5eff7d707568591d3cfc749c527909,90401013,A,1,2563,วิศวกรรมคอมพิวเตอร์,4,
0b5eff7d707568591d3cfc749c527909,90403009,A,2,2562,วิศวกรรมคอมพิวเตอร์,4,
0b5eff7d707568591d3cfc749c527909,90591016,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0b5eff7d707568591d3cfc749c527909,90592033,A,2,2563,วิศวกรรมคอมพิวเตอร์,4,
0bb6630f71f4021b1f51734f69ef4a73,90641001,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0bb6630f71f4021b1f51734f69ef4a73,90641003,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0bb6630f71f4021b1f51734f69ef4a73,90642036,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0bb6630f71f4021b1f51734f69ef4a73,90644007,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0bc632777796379dbb9eec771228eed9,90104010,A,2,2562,วิศวกรรมคอมพิวเตอร์,4,
0bc632777796379dbb9eec771228eed9,90106002,B+,1,2561,วิศวกรรมคอมพิวเตอร์,3.5,
0bc632777796379dbb9eec771228eed9,90201001,B+,1,2561,วิศวกรรมคอมพิวเตอร์,3.5,
0bc632777796379dbb9eec771228eed9,90201002,B+,2,2561,วิศวกรรมคอมพิวเตอร์,3.5,
0bc632777796379dbb9eec771228eed9,90201024,A,2,2562,วิศวกรรมคอมพิวเตอร์,4,
0bc632777796379dbb9eec771228eed9,90201037,B,2,2561,วิศวกรรมคอมพิวเตอร์,3,
0bc632777796379dbb9eec771228eed9,90302003,B+,2,2563,วิศวกรรมคอมพิวเตอร์,3.5,
0bc632777796379dbb9eec771228eed9,90305005,A,1,2561,วิศวกรรมคอมพิวเตอร์,4,
0bc632777796379dbb9eec771228eed9,90401011,A,2,2561,วิศวกรรมคอมพิวเตอร์,4,
0bc632777796379dbb9eec771228eed9,90402011,,1,2564,วิศวกรรมคอมพิวเตอร์,,
0bc632777796379dbb9eec771228eed9,90592019,B+,2,2563,วิศวกรรมคอมพิวเตอร์,3.5,
