studentid,comp_name,position,salary
73e627012504e39b6bb88aa7be116377,I-STEP,ไม่ชอบสายงานที่จบ,18000
cf995fb43f6b4b08c79a7e943a21e898,บจ.เอนคอน คอนสตรัคชัน,ในสายงานที่จบค่าตอบแทนต่ำ (หากไม่เรียนต่อยิ่งไม่มี,17500
71d54d57cae85c3767e7ddc87d6f359f,,เกี่ยวกับการใช้คอมพิวเตอร์,15000
a9d1fbdb95ccd07b4ec8dd69a9b04336,,งานที่ตรงสาขารับน้อย,19000
65134196ba4b93a0252b3718619998ed,ม่านทิพย์มั่นคง,ทำธุรกิจกับที่บ้าน,15000
9f4dd794f684e60ace18ae0c92fefe32,ทำธุรกิจที่บ้าน,ทำธุรกิจที่บ้าน,10000
6008f72f3161b96384c748e31190c5df,บจ.คิงสยามพลัส,มีความชอบสายงานอีกด้านมากกว่าและทำงานได้สบายใจ,15000
382f52af40b650ab9119de96210d49e4,Utac Thai Limited,ความต้องการในตลาดแรงงานของสาขาพลังงานน้อย,25000
abac17c16d032367d50bc01058f8e465,New York Pairy,เป็นงานบริการ บริหาร,15000
69e4fbf4bc7c4b7f68d2a3e1ea4340c3,LINE WEBTOON,ชอบอีกด้านมากกว่า , มาจากงานอดิเรก,20000
ef787d0bb8fac5f6e5496bfd331a9461,บริษัท เเอพพรูฟ เอ็นจิเนียริ่ง จำกัด,เกี่ยวกับการขาย,ทักษะทางวิศวกรร,25000
cf97843dd17c0831d99a4c51804b1052,อี้เจริญการช่าง,ทำธุรกิจส่วนตัว,20000
596a0921593167e96c923f73e1979731,Hair of the dogs,หาประสบการณ์ด้านอื่นๆ,23000
a463a65da47c4a97fa4e5857a410c4bf,Furukawa Fitel,ไม่ได้ใช้ความรู้เกี่ยวกับสาขาที่เรียนมา,20000
bd458bb8de6bab8d2650399b329df4ed,Zygen,ย้ายไปสาย com  ที่มันมีงานหลากหลายกว่า,26000
739b3a0d802dd725b91bc645ddc7d31c,บริษัท เพรซิเดนท์เบเกอรี่ จำกัด (มหาชน),งานเกี่ยวกับบัญชี,15000
5923a32f32b4ea4a2b4d1051e8744b4d,บจ.วันรัต หน่ำเซียน,ไม่เกี่ยวข้องกับที่เรียนมา,18000
3c0a489bdc7b1f444b8f172146a789c3,บริษัท พนา ๑๐๐๐ เมืองต้นไม้ จำกัด,ตำแหน่งงานไม่ตรง,15000
51a4afd23b9849c3b026b38c4f43c57a,บริษัท แอดวานซ์ คอนแท็คเซ็นเตอร์ จำกัด,หางานยาก,20000
95698e05845c9659031a657d57ed2101,Boxme Fulfillment Center (Thailand),ทำเกี่ยวกับ logistic,15000
02c9aa59a250b890fcfd4a4e16640341,โกลบอล เฮ้าส์,ทำงานใกล้บ้าน,10000
064139d65994fe0f404abeb7048547b8,โรงเรียนวัดบางโฉลงใน,จบด้านพลังงานมา,15000
ecb9b702e57f878924743bbd9b310515,iCONEXT,เป็นด้านการเขียนโปรแกรม  แต่นำทักษะที่เรียนมาบางด้,24000
f093bc8d852d0d48995dc7b414d5d555,บริษัท ข้าว ซี.พี. จำกัด (โรงงานข้าวนครหลวง),เรียนโรคพืช แต่ไม่ตรงกับงานที่ทำ,17000
d6295d2e0691d08ceed23740f33e06e8,บริษัท อีเกิลส์ แอร์แอนด์ซี (ประเทศไทย) จำกัด ,ด้านการใช้คอมพิวเตอร์ยังเรียนไม่มากนัก,14000
2b1fd68489d2751dd4475e377107f20b,betimes solution,ไม่ได้เรียนมา,18000
471995507bf587c0daead961781ae648,แอดวานซ์ อินโฟร์ เซอร์วิส จํากัด (มหาชน),สนใจในด้านอื่นมากกว่า  แต่สามารถนำความรู้ที่เรียนม,18000
1ba1286f8fa30b7e9b6902d3cdadbaf2,mitsubishi auto city,ทำไปก่อน,
0a8d2115fd2b18e59085796c324a4cd3,The Minor Food Group ,อยากทำอะไรที่ไม่เคยเรียน,26000
e0e59c037af80e2cc0f8a705e0b9d27a,บริษัท กันยงอีเล็คทริก จำกัด (มหาชน) ,เป็นจัดซื้อต้องรู้กระบวนการผลิตเพื่อดูราคาว่สมเหตุ,20000
9b09e1f15df2b947f61d623746833f09,บริษัท ธรรมเจริญ ซัพลายส์ จำกัด,ช่วยงานที่บ้าน,16000
1810d31b19b8e1a791d96dbbfb96d0e6,Rent(Thailand) Co.,ltd,งานที่ได้มักไม่ค่อยอยู่กับที่จึงตอบโจทย์,22000
4691aa454053f5e5db520843dc2ceab4,โพธารา  จำกัด,ทำงานเกี่ยวกับการใช้ภาษาและบริการ,22000
d9789758f2b8a3f01d5f8227b76405a7,อิมพีเรียล อุตสาหกรรม,ได้งานก็เลยลองทำดูก่อน,18000
8b018828f5b4b4728cc4e2619f218bb5,TOA Chugoku paint,ทำงานเกี่ยวกับด้านการประสานงาน  ไม่ตรงสาย,19000
c9c00125b2fd78e28616424397a0bd24,การบินไทยจำกัดมหาชน,คนละสายงาน,18000
5455a1c70a4cd7a3491832876cc529cd,Furukawa fitel,จบด้านพลังงานมา,24000
32b986e349f23912aee059ad5cd92e14,betimes solution,ทำงานทางด้านสายคอมฯ,17000
dc95a0ae82930429c745f67b82ccda92,ร้านเกษมทรัพย์อุดม,ใช้ทักษะด้านการบริหาร , เศรษฐศาสตร์,
a7470595557a20d9657c41696a75cf5a,อัลติจูด  ดีเอลลอปเม้นท์  จำกัด,ไม่ได้ใช้ความรู้ที่เรียนมา,17000
6c8013010a4fa6de30ec52f453955a6e,Concentrix Services (Thailand) Co., Ltd.,ใช้ภาษาและความเข้าใจด้าน  IT,17000
75973c39a42ff77c4816229ecc7090f6,ไทยประกันชีวิต,ไม่ได้ใช้ความรู้ที่เรียนมา,15000
f11fb18960bd75c1a7f10f2f8782fc76,ธนาคารกรุงไทย,จบสาขาฟิสิกส์ประยุกต์เอกแสง,
53db2934de326211ec05d09db538d070, กุ๊ก คอยส์ (ประเทศไทย) จํากัด,จบสาขาฟิสิกส์ประยุกต์เอกแสง,18000
0b47de27ccba277d8995acaf5ea00926,แอดวานซ์  เทลาบิซ,คนละสายงานกัน,19000
972a0c91cc1fa6b35eaa57d9978e3645,แอดวานซ์  เทลาบิซ,อยากทดลองงานใหม่ๆ ไม่เครียด,20000
e14cb8acc8af2ad129802e0e691ecdf8,ทัช ปริ้นติ้ง  รีพลับลิค  จำกัด,เป็นส่วนฐานข้อมูล  สร้างแหล่งเก็บข้อมูล/เรียกใช้ข้,16000
553fb6dc34fa7991be0fc2587ba635ab,All Cha Dessert Cafe,ช่วยงานทที่บ้าน,30000
d3fb543d425431c92abec7fcaf4be909,เมสัน เอ็นจิเนียริ่ง (ประเทศไทย) จำกัด,ไม่เกี่ยวข้องกับด้านอาหาร แต่ใช้พื้นทางวิศวกร,20000
5c0580d9fa71d38e7722ca0af75e874f,Asia Security Management Co.,Ltd (สำนักงานสุวรรณภูมิ ห้อง T1-13),ไม่ได้เลือกงาน,18000
121be105967eb0e6c037adc246169b6b,เครือข่ายเยาวชนพัฒนาศักยภาพ YOUTH for Next Step,สนใจในงานที่ทำ,15000
26b482f1971596b9f478463ded7a4ad3,ป้านิน ส้มตำ,ทำร้านส้มตำ,5000
aff00333445dc74b8f627a2ad8c5ea0e,Kiswire Lotus,ไม่มีความรู้ด้านการขาย / การตลาด,20000
b72b77f47111ad2ca10ade0c2c881b78,ร้านสหภัณฑ์สัตหีบ,ยังอยู่ในช่วงจบใหม่อยู่ในระหว่างหางานที่ตรงสาย,16000
ebd28d4a125a8fead0cca0c8cb57be77,ธรรมรักษ์ ออโตพาร์ท จำกัด,เป็นบริษัทเกี่ยวกับอุตสาหกรรมยานยนต์,13000
bf2c592a4f7dbea09a90282fe9277d8e,บริษัท ดาต้าโปรดักส์ ทอปปัง ฟอร์ม จำกัด,งานนี้เปิดรับสมัครพอดี,12000
d08dc2f1f2b400a1e3ad025d903f470a, Sgnature Market Limited,เป็นงานเอกสาร,18500
c291a6118f8290aba882340cbe774dbb,บจ.สเปลนคิด ออก้า,ISO ไม่มีการเรียนการสอน,17000
5e87f5db4e4075d93738fe25d4611726,ธนาคารกสิกรไทย,หารายได้พิเศษรองานหลักตอบรับ,16000
0b06df54b42791ccc959a6e436499c1a,Energy Technology Co.,Ltd.,ใช้ความรู้ด้าน Engineer และการขายเป็นหลัก,20000
31124a3d4fe3f59004d5a21e97ef4908,ร้าน 7/11 เฟรนชาย หมู่บ้านรัตณธาณี,สมัครงานตรงสาขาไม่มีคนรับ,13500
9c60b901de4de796afe4a2a45d227dff,PKR SCIENCE & SERVICE,เป็นงานขาย Preduct ทาง Lab วิทยาศาสตร์,25000
3e683b139d8f733f09aa086d9baf4dbb,เซเว่น อีเลฟเว่น,ได้ตำแหน่งงานที่ค่อนข้างดี จึงเลือกรับทำงานเพื่อใช,18000
7c8e47e4b026e2f9c3334d70de973913,CJ Logistic ,ไม่ได้ใช้ภาษา,16000
3c3943cea2510ded10cbe60cfb79ea68,เพียว คอสเมติก แลบบอราทอรี่,งานที่ทำเกี่ยวกับเครื่องสำอางค์ และเคมีมากกว่า,16000
9ad10e0b4fae29484858bb42843bfd6e,After you,รีบหางานทำเพื่อรอรับปริญญา,20000
a050c853e4442bfb3c5310a71c3cf961,PTTEP,ไม่ได้ใช้ภาษา,24100
bc881063855c4a94ada4d4a626a42107,บริษัท เอเชีย กรีน เพาเวอร์ จำกัด,ทำเกี่ยวกับการเงิน,15000
719475d5cb2858c372add94db2c29a4a,ห้างหุ้นส่วนจำกัด ซีเอสที อินสทรูเม้นท์ (ไทยแลนด์),ไม่ได้ใช้ความรู้ที่เรียนมา,13000
1b2fc1c3fbd481bfb6b7ad703efdd75d,,เรียนจบเกษตร,8000
3894e9c7ecd075548989277479ec7823,ทำงานที่บ้าน,ช่วยงานเล็กๆ น้อยๆที่บ้าน,10000
eaf0328ba61b78eb40e1ac2569962e4e,Engineering Logistics Co.,Ltd.,เดินทางสะดวก,14000
af614a8a4a7ce74a1c972eb0da90214d,บริษัท หลีเฮง โฟรเซ็น ฟู๊ด จำกัด,เป็นฝ่ายควบคุมการผลิต,20000
a40afc7729f3bf413fe23b18af25daef,สถาบันป้องกันควบคุมโรคเขตเมือง,ทำงานเอกสาร,15000
150cf4dbad048012d44368e203bc0334,เร็นโทคิล อินนิเชียล (ประเทศไทย) จำกัด,คนละเอกวิชาที่เรียน,23000
0626a019a5e70cc69e990189b1241c2f,Long Film,ไม่มีความสนใจเกี่ยวกับสาขาวิชาที่ศึกษามา,12000
068f1d470be24b68fb9ec4cbf4621d28,บริษัท ฮาฮามา จำกัด,อยากได้ประสบการณ์,15000
2e7ea0b459f1eba691a733dc6b565d8a,,อยากหาประสบการณ์ต่างๆ,15000
8d7361b5e1cb323c5fa4f0d8170e00a2,บริษัท วีเซิร์ฟพลัส จำกัด,อยากลองสิ่งใหม่ๆ,20000
5c4d0aca8cf80c83f9601436dfd714f3,จรัญ แเอสโซซิเอท,งานขาย,18000
8e9fed36f9f0c68459a28931a6d4dbbb,SMT.HUAHIN,ทำก่อนรับปริญญา,12000
2a46bdfc42dd018d1feea6bc753bfbb9,บริษัท พนัสโพลทรี่ กรุ๊ป จำกัด,งานที่ตรงตามวิชาชีพอยู่ไกลจากบ้าน,15000
3e1da88263fb001720de37211504905a,บริษัท ยูนิ-เพรสซิเดนท์ มาร์เก็ตติ้ง จำกัด (สาขาร่มเกล้า),ชอบในงานด้านอื่น,20000
40070ce7a81cfc88cadc3829ed3eea25,เบรน ฟิตเน็ท,เลือกงานที่ได้รับเข้าทำงานสะดวก,10000
c64d35c4ab41fa981117e4c9609e034f,ธนาคารซิตี้แบงก์,งานที่ทำเกี่บวกับการสื่อสารและการธนาคาร,17000
7dbcc022b08f72fdf0e925066edaf178,ร้านเกงยีนส์,ขายกางเกงยิีนส์ออนไลน์,50000
1ae1cbbcd7a7fb45fe86992853a928c2,บริษัท ทรู ลิสซิ่ง จำกัด,อยากเรียนรู้งานใหม่ๆ,14000
28aeeefd94eeb3063327a17314c2818e,บริษัท บรรจุภัณฑ์เพื่อสิ่งแวดล้อม จำกัด,ไม่ตรงสายงาน แต่สามารถฝึกฝนกันได้,13000
298d37e35ff72b3d4e4ae0a56098f116,บ้านคุณเกล้าโฮมสเตย์,ธุรกิจส่วนตัว,
4899bf8ec4d0fe6951f607a52aa9eb16,True Leasing,งานตรงสาขารับแต่ผู้ชาย,16000
92418f1b20de1e5f6d37a1821fd59b62,Plan B Media Public Company,งานตรงสายส่วนมากรับแต่ผู้ชาย,16000
36774fc2248cd11d70b29fbddb8ffb95,ร้านเคหะไทย,ไม่เกี่ยวข้องกับที่เรียนมา,15000
2f99e74f9bbdf3ced0b38fde29fc2e02,หจก. กลาสเนียม,ช่วยงานที่บ้านเกี่ยวข้องกับอลูมิเนียมกระจก,20000
eca600681dd0a4a69f45719b2cc6ed3d,บริษัท เอ็ม เอ็ม พี คอร์ปอเรชั่น จำกัด,ทำงานทางด้านอุตสาหกรรม,15000
a1c5d5473a6737886634d8ec03676c4b,ทำธุรกิจที่บ้าน,ไม่ได้ใช้ความรู้ที่เรียนมา,10000
eb6673b1e94759131c7e50c9fdc4604c,ไทยพาณิชย์พลัส จำกัด,ทำๆไปก่อนเกิบประสบการณ์ที่แตกต่าง,18000
9fe555559ef12eea5e6f492efaae7052,บจ.ร. เกียรติยศ,ไม่ได้ใช้ความรู้ที่เรียนมา,15000
f71ed4f848325d569694ac4b4ff7fa0c,ทำงานที่บ้าน,ทำที่บ้าน,11000
849d024bba4bc41b0f75d2ab46a4cf2d,ร้านค้าเจริญธงฟ้า,ช่วยงานที่บ้าน,12000
93a96b99df10a782e0e5cd2a5c398636,,ช่วยงานที่บ้าน,15000
d2d2ff0615ddd24ea51f3ecf093a784a,KCE Technology,ชอบงานลุยๆ ไม่ตรงสาย,22000
a36cf8d420521cd268c652d83c63b74d,pigsnook,ทำธุรกิจส่วนตัวด้านอาหาร,18000
b4096e51fa84f9c84813bae2ab7f3c78,บริษัท ดีเค ชไวน์เซอร์ (ประเทศไทย) จำกัด,งานที่ตรงสาขาต้องไปไกลบ้าน,15000
6b0122c0d4aa6b64f27747089afbf21c,,จบเกษตรแต่ทำธุรกิจส่วนตัวด้านศิลปะ,15000
2b3a3056520317cb605f7793a473d793,บริษัท จันวาณิชย์ ซีเคียวริตี้พริ้นท์ติ้ง จำกัด (CSK),ไม่เกี่ยวกับสาขาวิชาที่เรียนมา,13000
ecc28ccc41491db92dd2ea2d45497eaa,บริษัท อิสท์อินโนเวชั่น จำกัด,จบไม่ตรงสาย,16500
f122b85065a21a4afe482252510d655e,พรีเมี่ยมฟู้ดส์ จํากัด,ไม่ได้จบทางด้านการตลาด,15000
3a91138bf1a2fa5c95fb76ca01725c0d,บริษัท ฟิลิป เวน (ประเทศไทย) จำกัด,ไม่เกี่ยวข้องกับลักษณะการดำเนินการในส่วนที่เรียนใน,12000
a69453668e107d9f8775f2d0c3529088,บริษัท สยามแม็คโคร จำกัด ( มหาชน ),มีทักษะอื่น เช่น ความเป็นผู่นำ ระบบการทำงาน,20000
ec85dd97dd206f0e9e49fd5bbf73ad48,่jurassic shabu,เรียนการประมง แต่ทำงานด้านการจัดการ,12000
6921e31c35d74726f979b02b62a526e6,รถไฟฟ้า รฟท. จำกัด,เป็นการปฏิบัติการด้านรถไฟฟ้า,21000
703523c693dfff215403f64b6232e338,บริษัท เอ็มเค เรสโตรองต์ กรุ๊ป จำกัด (มหาชน),งานอะไรก็ได้ ทำไปก่อน,16000
1280855bee67d23da65817e0bf7a69fb,exxonmobil limited,มีความสนใจในด้านอื่น,33000
fe8b72e4904c5ca6d7cf2ec510a485db,ร้านส้มตำผู้ชายขายหอย สาขาพิษณุโลก,ทำธุรกิจต่อจากที่บ้าน,15000
928b43fb739f7d5be5eb0b56be6d1af0,ทรูคอร์ปเปอเรชั่น,งานที่ทำเป็นงานด้านบริการ,15000
583cfbd8fcb704729ef31fba2c71fe94,วันไทยฟู้ดส์ จำกัด,สายที่เรียนมาจะเน้นลงชุมชน,15000
a6904cd0ed28fa6b58dd05249feb7b99,บริษัท สยามแม็คโคร จำกัด มหาชน,ไม่เกี่ยวกับสาขาวิชา,20000
62cac0d7f04aeca9ce468f53d15ddb2f,ais fibre,เปิดรับน้อย,15000
4f4d9dd9ed19c303208a4d4fa324b809,บริษัท ZEN,อยากลองสิ่งใหม่ๆ,18000
e0503c34adc37eb9f9273c263e7c0bb3,S&J International,เรียนเคมีวิเคราะห์ ทำงานด้าน material,20000
c587a3b0c7e729845cd7dcd836b456c1,บ. สยามเภสัช จำกัด,ไม่ได้ทำแลปตามที่เรียน แต่ใช้ความรู้ที่เรียนมาบ้าง,22000
873fb841c778e8a6387afc814d16198a,ร้าน ส.สุนายนต์,ช่วยกิจการที่บ้าน,5000
e167b63b5aff07efbcf567982c88b35f,บ. บางกอกรัมเบอร์ ดีเวลอปเมนต์ เซ็นเตอร์ จำกัด,ไม่ไดเเรียนด้านยางมา,17000
b3b0725fe7d8bd6f9c0062a9a13777e8,บริษัท สยามเภสัช จำกัด,ทำงานด้านฝ่ายผลิต ควบคุมดูแลเครื่องจักร,20000
fb0a9ec46a22b2abfbebe9d2576e1474,บริษัท ซี เอช อี ซี (ไทย) จำกัด,ไม่ชอบสิ่งที่เรียนมาสักเท่าไหร่,25000
7c9e0420e3d85d3ff0dc30d40858b339,ปตท. น้ำมันและการค้าปลีก (cafe amazon),เป็นงานที่เกี่ยวกับด้านบริการ,10000
7e1d45a6ba13f812caa0d4e49c9e090c,บริษัท แอดวานซ์ คอนแท็คเซ็นเตอร์ จำกัด,ได้ทำด้านการสื่อสารและเทคโนโลยี,15000
fd7308f060b92ed139dc8a97dfba9cd5,ร้านเขียง,ต้องทำงานแถวบ้าน,14900
29caaf253247b95c05000f2f66ab2b8a,บ. เคดคอร์ส ช้อยส์ จำกัด สาขา กทม.,ทำงานออกแบบภายใน,21000
588553b85f979a29da6fe3e83a0f7496,บริษัทขนส่งมวลชนกรุงเทพ,งานเกี่ยวการบริการ,17000
a64c24833b2c45e2217d25e267996749,smart i academy,ไม่ได้ใช้ความรู้ที่เรียนมา,8000
5d2e688d85864021d3fccc120f515d01,เตี๋ยวลุยทุ่ง,ธุรกิจของตัวเอง,30000
28c20898399a90024c55b50b7fdd46b0,กรมอุทยานแห่งชาติ สัตว์ป่า และ พันธุ์พืช,สายงานบริหาร,14000
947955a5d9b533c8d7d17f76f8e9df1f,Technical,ทำงานด้านฟอกย้อม,15000
40cfb3c60e632f65ad375662f23dd37e,ร้านเจริญศิลปการ,ไม่ได้ใช้ความรู้ที่เรียนมา,10000
55e6d5169d8e23cc6d3f34b0c17a1319,,ไม่ได้ใช้ความรู้ที่เรียนมา,8000
c117f4d039e8cd277ef1581797b5cfb5,Research & Development,ไม่ได้ใช้ความรู้ที่เรียนมา,19000
27f2414dfc4cba71bad760ce6f12a3ca,อาคารชุดเดอะวอเตอร์ ฟอร์ด รอยัล สูท,ไม่ได้ใช้ความรู้ที่เรียนมา,15000
8f82a29975ac14a657d070f1915f2730,บริษัทคอลเกต-ปาล์มโอลีฟ(ประเทศไทย)จำกัด,ไม่ได้ทำแลป,28000
aa470ed718cccf70a3a5e84f8d0462ef,smart-i academy,ไม่ได้ใช้ความรู้ที่เรียนมา,8000
59ac85a3b375fb28e1b824dbe0cb6f5a,บ.แบงค์เทรดดิ้ง 1992 จำกัด,อยากลองอะไรใหม่ๆ,23000
bc654b6238380baba02c4d5d496456d3,,ธุรกิจของตัวเอง,17000
5b420be5d12fbf388379415b08a94724, superior plating technology (thailand) co. ltd,จบเคมีสิ่งแวดล้อม,20000
cd7870f801a4e4849371c9bfcfc7df4d,Synergy services,สนใจงานนี้,25000
5c47173d7f3ed2da5e86ad070fe2b589,บริษัท พีโอเอส ดิสเพลส จำกัด,เลือกงานที่ตัวเองรัก,40000
5b9cdc9922bb0946e749e1900727269e,เจริญรัตน์ การพิมพ์,ไม่ใช่งานสายบริหารโดยตรง,20000
1b1da0ae34c5a59f9936b9b066885477,Destination Properties Co.Ltd,ไม่ได้้ใช้ความรู้ด้านาบริหาร,
5c9edec7856fab22a9b74244b583e1cc,Freelance Dancer ,กำลังสมัครงานที่ใหม่,10000
e658a152de1b0bb0a2049a1d935432cd,บริษัท มิตซูบิชิ มอเตอร์ส(ประเทศไทย) จำกัด,ทำงานเป็นวิศวกรการผลิตได้ใช้ MBA น้อย,30000
3e0a5cfa41961e0d5e2a4e264a5616ee,โรงเรียนสาราสาสน์วิเทศบูรพา,ทำงานเกี่ยวกับการศึกษา,16000
bbffe47b92b8a2c1d4ab36bcce89d4e5,เทศบาลนครแหลมฉบัง,งานที่เริ่มทำหลังจบ ป.ตรี,15630
8ddb7fb82a7e2e44e86189c0743d7558,อินเทลลิเจ้นท์ ออโตเมชั่น แมชชีน จำกัด,เป็นการออกแบบด้านเครื่องกล,16000
743c7a48dffac496a25e20cc51eb3578,บริษัท โอเอสซี พัฒนา จำกัด,ในระดับปริญญาโท กับปริญญาตรีเรียนต่างสาขา (งานเป็น,20000
692cf4ac057c50651b46796e2df7384d,Picco Pharma co.,ltd,ปัจจุบันที่ทำงานที่ตรงกับตอนจบปริญญาตรี (วิทยาศาสต,30000
53a06f8854f12ee25e730122dcc8beff,PANDORA PRODUCTION CO., LTD.,ทำงาน HR แต่จบบริหารธุรกิจ แต่สามารถเอาความรู้มาปร,32000
11159a2c665223f230fa3e3599186d21,บริษัท ไทยนิปปอน สตีล เอ็นจิเนียริ่ง แอนด์คอนสตรัคชั่นคอร์ปอเรชั่น จำกัด,ป.โทเรียนไม่เหมือน ป.ตรี,80000
ee1bdb364efa67bff4fc0533f941a0f6,ไม่ระบุ,ทำงานคนละด้านกับที่เรียน,20000
523b1c75c72c531df120e8179bee3467,บริษัท วินแชนซ์ ฟู้ดส์ จำกัด,ทำกฎหมายอาหาร สามารถใช้ได้แต่ไม่ครบถ้วน,30000
6fa63f3bd8fbd14bfc0ee972745f6945,บริษัท พอร์ทัลเน็ท จำกัด,ทำงานสายงานเดิม,40000
eff22a4a045fec72d521f8535622e27c,บริษัท ซี แอนด์ บี (ประเทศไทย) จำกัด,ใช้ความรู้ที่เรียนมาไม่ได้เต็มที่,27000
3b979a485196236779972dfb791fcdf1,สถาบันมะเร็งแห่งชาติ,ต้องการทำงานในหน่วยงานราชการ,15,000
69f61f78d4b4360b9cec4ae320303bb2,Depth first,เปลี่ยนเรียนจากปริญญาตรี,29500
fece33242d6e506b325d0a99ddb0a703,ร้านธนิษฐ์ วัสดุ,ช่วยธุรกิจที่บ้าน,20,000
019fea22a6f9f093f39182f553be04b3,,สานต่อธุรกิจที่บ้าน,10000
ef9668a780a3bb1d11ff5099a7f22add,บริษัท เอ. ยู. ที. จำกัด,บริษัททำเกี่ยวกับเคมี พอลิเมอร์,20000
e4b20fd820c361b69956776d5b879df8,widen trading,เป็นงานด้านจัดจำหน่ายสายไฟเบอร์และนำเข้า,13500
d695eb4d8c54296134a040c99be654e3,Booknet (iGroup),ทำหลากหลายสาขาและลักษณะ,40000
caf38ef509b780ddd0d20ecf237f93bf,หมู่บ้านเกษมสำราญ 2 ,ทำธุรกิจของที่บ้าน, ฟรีแลนซ์,10,000 
a755061841439c068de3cd7854c3a582,กรมประมง,จบเกษตรสาขาพืชสวน,ไม่ระบุ
b8aa1576b50afdafe3122a52d4bac69c,ที่ว่าการอำเภอบ้านฉาง,หางานทำที่อยู่ใกล้บ้าน,15,000
d04d58a1fe38f72a08c595165d5a7ce4,ที่ว่าการอำเภอท่าแซะ,ตรงกับสายรัฐศาสตร์มากกว่า,15,000
df12b47331fe4600cb6b5e65b150d972,ร้านmjโมบายล์,ไม่เกี่ยวกับที่เรียนมา,9,000
65c67cf62e22403a24fba5181579e474,บริษัท เทล ทู เทล จำกัด,จบสาขาประมงมา,11,000
291747eece89458251216c8c42fb1991,บริษัท กลุ่มปาล์มธรรมชาติ จำกัด,งานตรงสายยังมีทางเลือกไม่มาก,9,450
352373a3e785d5043907f1d6c81cb729,,ทำธุรกิจครอบครัว,ไม่ระบุ
72cc197d34579843142a4a344f98cd08,กศน. อำเภอเมือง จังหวัดปัตตานี,เกี่ยวกับระบบสารสนเทศ,15,000
2826c5281f2e98ad98e32e686b3d74ec,,ธุรกิจส่วนตัว,
66eff84f13291e7577a846be5344d821,บริษัท สมาร์ท มันนี่ 168 ,ที่ทำอยู่งานสบาย,
9c73f9d6dc9a56ebf7a2df871811dbb9,,เลือกใกล้บ้าน,15000
56d13ba604c72ade668eab7c2ec4cfce,ธุรกิจส่วนตัว,อาชีพอิสระ,14,000
72fb60d82e89c93066f96fa131b72862,,เป็นธุรกิจค้าขาย,ไม่ระบุ
8f435c3b0b7a41406ef419d16f85fa28,ธุรกิจส่วนตัว,รอการตอบรับจากบริษัท,13,000
229b8b186dad8209ec5c5d6c8cccfda4,ธุรกิจส่วนตัว,ต้องการทำธุรกิจส่วนตัว,15,000
f83f70564699f4555277caf18e32ac55,บ.กลางเมืองเชียงใหม่,คนละสายงาน,25,000
001d4d138d696283547a1948e0333d50,Innovative Vacuum Coating ,ไม่ได้ใช้กับที่เรียนมาตามที่หวัง,15000
9676f1fc75e93ff161c581e8617d676c,ร้านตอง-กล้วยเบเกอรี่,ทำธุรกิจส่วนตัว,30,000
f5109939e12abcd6907ea020383ecea6,sixsense fishing,ทำธุรกิจส่วนตัว,100000
38cbd22bfe6dbe806110530055db4d84,,คนละสายงาน,18,000
f577d25fe9ba1488de02825a583e707e,ไม่ระบุ,สมัครที่อื่นแต่ยังไม่ประกาศผล,15000
4195d0708b8bbc099defb9cd44e71c31,Lighthouse Worldwide Solutions Thailand,เน้นการขายมากไปกว่าการใช้เทคนิค,17,000
f9ae337eeddb526a358ae5f3126bfd0f,บริษัท อี เอส แบตเตอรี่ (ประเทศไทย) จำกัด,ไม่เกี่ยวกับที่เรียนมา,20000
0fc81399a8c30ee6340e5206f0bf32cc,Bumblebee Studio Co.,Ltd.,เป็นสายงานบริการไม่ตรงกับที่เรียนมา,18,000
ac386de04441ed34ac41645a049acb89,โตชิบา คอนซูมเมอร์ โปรดักส์ ประเทศไทย,คนละสายงาน,20,000
85a7f1b305ceabcc190c54b8c98cb593,clock part engineer 2,สาขาที่จบค่อนข้างหางานยาก,25000
9b9c37454cb488202eae918c357a2937,สถาบันนวัตกรรม ปตท.,คนละสายงาน,20,000
7a2274565a74fec07866324fb3974a12,สถานีวิทยุกองทัพบก,เป็นงาน IT,16,000
b67a43c1dd9d5e075a6939d83bce8d84,C.A.S.H. Autoparts Company Limited,ไม่ใช่สายงานเชิงวิจัย,26,000
421355651537b99eea3c1dd4016da0e8,บ.ที.ซี.ยูเนียน อโกรเทค,ใช้ความรู้ด้านวิทยาศาสตร์,10000
21743e4ff0a596b378503a92c9c167eb,คลังสินค้า Adidas,ไปทำงานคลังและเป็น Part-time,10000
d047ef895a58ebee02f2242ef8384956,,ทำงานด้านบัญชี,
314b631eeefbea56e7619fd4b0ca695e,บ้านครูหน่อย,เป็นติวเตอร์สอน,18000
3c5aeac6b7d8d0a22f954b25463b724f,บริษัท ซันฟู้ดอินเตอร์เนชั่นแนล จำกัด,ได้ทำเกี่ยวกับโลจิสติกส์,18000
43b913dbb7668a523a8c9a39db79032e,บริษัท เมดไลน์ จำกัด,มีความเกี่ยวข้องแต่ไม่ตรงทั้งหมด,
12d5340996c87c53eff054217ee2272d,Create M Co.,Ltd.,ไม่มีการเรียนการสอนในเรื่อง digital marketting,18000
3bcb04e3bdca22fa080f1c83358359fe,บริษัท ยูไนเต็ดฟีดมิลล์ จำกัด,ความรู้ด้านเกษตรแต่ก็ศึกษาเพิ่มเติมได้กับประยุกต์ก,18500
