studentid,comp_name,position,salary
de921a8253e53425a82c959c325fb9a6,บริษัท โอเอสซี จำกัด,ไม่ตรงสาขาที่เรียนมา,16000
214534497f6a1c5cb74bcdcdbf4046f9,สถาบันเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง,ไม่ได้ใช้การเขียนโปรแกรม,20780
8b6d95058b8347b13e9668c0b15f57e9,รับงานส่วนตัวออกแบบกราฟฟิกดีไซน์,เป็นงานที่ไม่เกี่ยวข้องกับสถาปัตยกรรม,6000
bbeca83d54ebc8b68d36ac69a96cf58e,,ทำคนละสาย แต่คอมพิวเตอร์เหมือนกัน,20000
600a90b1bfe3e6a91d381fe939ebf016,บริษัท เอก-ชัย ดิสทริบิวชั่น ซิสเทม จำกัด,ต้องการหาประสบการณ์ก่อน / ระหว่างรายงานที่ตรงตามสา,15000
68539ffafb975ae810d1e939d8ab6184,kirloskar brothers thailand limited,อยากเรียนรู้ใหม่ๆ,18000
dd9a2982e18a1fdc113b563735a16402,ชไนเดอร์ อิเลคทริค ประเทศไทย,ยังไม่พบงานตรงสายที่อยากทำ,29000
030f1b7de0bffa23b8fd26ab90f9b746,NETZSCH THAILAND LIMITED,-,25000
3f0606f366832fc27ece979d895ffd85,A.S.T. INTERTECH Co.,LTD,งานเกี่ยวกับ instrument,20000
8d09362f1f4ed58a995ca81364fb9190,MASTER CONTROLS,สะสมประสบการณ์ด้านอื่นๆ,26000
1066b8168d1322b9c9e149ca19092fbb,บริษัท ซันฟู้ด อินเตอร์เนชั่นแนล จำกัด,ไม่ได้ใช้ความรู้ด้านวิศวกรรม,24000
a456a9c34adb3fb932425a8f2c39383c,บริษัท ฟูจิคูระ อิเล็กทรอนิกส์ (ประเทศไทย) จำกัด,ไม่ค่อยได้ใช้ความรู้ด้านวิศวกรรมเคมี,19000
309c862592e6f14db807389da7c1fc22,บริษัท แทค-เอ็ม กรุ๊ป จำกัด,ลักษณะงานขาย,24000
84e6e6e8124558c98b8ed90f6a24c6e6,ช่างภาพอิสระ (ธุรกิจส่วนตัว),งานที่ตรงกับสาขามีน้อยมาก,12000
07f9604110db685c67d5bea3ff9b7ead,ธุรกิจส่วนตัว,-,18000
fd0023440a39a6a4c5d0c3aec1a76633,,ธุรกิจส่วนตัวเกี่ยวกับการขาย,10000
b173b6863314f17a285758207441bd80,,เรียนศิลปะ แต่งานที่ทำเกี่ยวกับการจัดการ,17000
b34dcef2c547b59fa8e8c0d52faf0be6,,อยากลองงานใหม่,10000
3b4a0bcd93a8c37c2351db5494ceb3e4,Brainfit studio,อยากลองหาประสบการณ์ใหม่,18000
641bef74dfaf7f895740e983142ef425,บริษัท เอ เอส ออลซัพ จำกัด,ไม่ไ้ด้ในสายที่เรียนมา,15000
a656bd7034a410af4ba02e72962e6e97,power line engineering public company limited,เป็นงานด้านวิศวกรรม,22000
6f801b0bfd30e10ef8c7f9501832a270,S.B.Design square,ไม่ได้ใช้ตามสาขาที่เรียน,21000
bb5d4fd1459df0b27eccefdac9cdb7ec,ศุภโชค (2005),เรียนศิลปะแต่ทำงานต้นไม้,18000
92782fbb7d87c9d0a84ea2452364ef60,ซีตา กรีนฟิลด์ จำกัด,เป็นบริษัทเกี่ยวกับเคมีเกษตร,20000
77c3a0d97290ee035fe30cd972697ad2,harn engineering solution,ไม่ค่อยได้ใ้้ช้ความรู้ด้านการบิน,25000
d753008068d7933da4f3c2db0d71961b,BR Paint,ไม่ได้ใช้ความรู้ที่เรียนมา,30000
6aff312616098ed0bbe1e00c8d39d750,Handmade car service,จบเกษตรทำอู่ซ่อมรถ,20000
074a50f3721a024839721f0155320618,บ้าน,ช่วยทำธุรกิจของที่้บ้าน, -
080103036c73432907005363e0c56a88,ธนาคารกสิกร สาขาพหลโยธิน,ไม่ได้ใช้ทักษะด้านคอมพิวเตอร์มากเท่าที่ควร,16000
5871406f6e8cc94f1da4173c41189f02,บริษัท สเวนเซ่นส์ (ไทย) จำกัด,เลือกทำงานจากงานเดิมที่ทำตอนกำลังศึกษา,14500
8d3b141ccca4244c371a4b2935044d44,ร้าน Hom hom Cafe,ธุรกิจส่วนตัวเกี่ยวกับเครื่องดื่ม,9600
190620023ebde722c579315916bbf144,บ้านและสวนของตนเอง,ช่วยงานที่้บ้าน,5000
07fdc3c62be1c6fd0a2831918fbfaa09,๋JOHN YOUNG,เป็นงานธุรการอสังหาริมทรัพย์,18000
e6b951a96f894475e275ae3a60928b23,Summit Engineer Service,กับสายงานโดยตรง,17000
9f2022302134916893da6b9c9aefda4b,บริษัท พรีเมียร์ บิสสิเนส อินเตอร์ จำกัด,ใช้ความรู้ทาง IT และ Program เฉพาะทางเป็นส่วนใหญ่,18000
5e40ddac898214f1e340419733fa22b3,Grab บริษัท แกร็บแท็กซี่   ,หาประสบการณ์ด้านอื่นๆ,15000
f8f6dc31f54af6e07fb7d23403d81323,,ทำธุรกิจส่วนตัวด้านการส่งออก,60000
8db60d4ac143248021b3dae2f1af739f,บริษัท เอ็กโซติค ฟู้ด จำกัด (มหาชน),ส่วนงานบางอย่างไม่ตรงตามที่เรียน,19000
08722f725a5fa316c906683b015217c3,ร้านอาหารครัวหอมนวล,ต้องช่วยงานที่บ้านก่อน,16000
aa1b97b01ba1afc4d9ee1c97ac924498,บริษัท วี.พี.คัชเชอร์,ทำที่บ้าน,15000
bd7d08c9a9255534baab084814683edc,,เป็นงานที่สนใจอยู่แล้ว,9000
2eb47863f0cdc8599a8e7fce50bde747,Krispy kreme   ไม่ระบุสาขา,ทำ part-time,15000
7c277d28742138afc7ebce2416088bf0,หจก.ร้านแก้ววัสดุ,เรียนเกี่ยวกับวิศวกรรมคอมพิวเตอร์และครุศาสตร์,6500
a2f919d7be3aa7823375baab0b421ef6,Engineering and Charmical,ธุรกิจส่วนตัว,15000
4ee3595090905588fd0c5ce9a800b78e,บ้าน,ทำฟรีแลนส์,15000
b021146c1cf7c30095e2ca8ff76605cb,บริษัท ออเซลลัส เอเชีย แปซิฟิก จำกัด,ไม่ได้ใช้ความรู้ที่เรียนมา,28000
232e72c50a4c03164d7075ac640223e0,หอพักบอย,ช่วยงานที่้บ้าน,15000
c68f9255d3b097613e30aa4cca313273,หจก.จิตติยาน้ำแข็งหลอด,เป็นความจำเป็น,15000
f2c1022ea1e5312dcac14f86a11daba5,บ้าน,เรียนครุศาสตร์เกษตร แต่ช่วยที่บ้านทำธุรกิจ, -
4037d2e5c3955f73f3790c9a8c687f02,โรงเรียนเด็กไทยสร้างสรรค์  ,จบครูออกแบบ แต่ต้องไปเป็นผู้ช่วยครูต่างชาติ,6000
18809432cc0a5fe8718a878230021bf3,Anunda technology,เป็นงานด้านProgramming,24000
0f79969a42e77b70f4df24f2990fdd13,OneSookAnimation,อยากทดลองทำงานในสาขาอื่นๆ ที่สนใจ,
3def928c012739e5f8053df406cea767,บ้าน,ธุรกิจส่วนตัว ค้าขาย, -
fce373c51b1fda0f759730cb6fe3488b,,เป็นงานทางการเกษตรกรรม,15000
3d9a53040f94585bd1dbc93e6711b7ce,Happy Pomme Studio,อยากฝึกทักษะในด้านการออกแบบสาขาอื่น,19000
5ecf6bbede490bbd0f89fc5f9ffea7b7,แอดวานซ์ ไวร์เลส เน็ทเวอร์ค จำกัด,ทำงานลักษณะเหมือนไอที/ซอฟแวร์,26000
359693d0efabd23c9f4371f92d54d385,หจก.เปียคล้ายานยนต์,ทำธุรกิจส่วนตัว,15000
2939d7566d5e20367b8eea027445e8c2,๊UTAC,อยากหาประสบการณ์,23000
66c1158ac020c37b1693d8d7784732e4,,ไม่ชอบสายงาน,10000
57cd7691d09bbf7c4659e0afa21b4b14,อินเตอร์เน็ตประเทศไทยจำกัด,sofware,21000
3b8201c34536de709c5d0575bb361c66,บริษัท ซิสลิงค์ เทคโนโลยี จำกัด,เป็นงานเกี่ยวกับไฟฟ้าภายในอาคาร,17000
d06f12bcdf9e1733a7b480f61e0a647e,Gunno Systems Integrated,เกี่ยวกับวิศวกรโครงการ,20000
5b07ffd5da67a664468067a26902fd6d,ยูนิชาร์ม (ประเทศไทย) จำกัด,งานใช้ความรู้ทั่วไป ,22000
c05d8e5a93b89a05cea1459384edd5db,ไม่ระบุที่อยู่,อยู่ในสาขางานออกแบบ แต่ไม่ตรง 100%,25000
3e76b7887fa65f9bae0d654f4e02cc4e,ไทยประเสริฐ ลาเบล จำกัด,เกี่ยวกับการควบคุมเครื่องพิมพ์และไดคัท,13000
981ce05ee76872911e226c361fd497c4,บริษัท นางแมวป่า จำกัด,เป็นส่วนของภาควิชาแต่ลงรายละเอียดเยอะกว่า,20000
bef0f5b23bd87c338478d9ae50f27fc1,Santhiya Koh Phangan resort & spa,ไม่ตรงกับที่เรียน,18000
7d34447b933a5d4d5b605055741d3573,เพียวคาร์,ช่วยที่บ้าน,
4e49b8e4e8d91a0ae6588dfd81965753,I.P. Manufacturing,เป็นวิศวกรโครงการ ต้องดูแลทุกเรื่อง,20000
2178b4966692bd61d441567f33d5bde3,snapask,ไม่ได้ใช้ความรู้ครบทุกส่วน,16000
8b6d58ab04ab1dd13d2cc9d90205d105,ไทยยานยนต์,ยังเป็นระบบใช้คนอยู๋,
a43775cd9e3b133d5bc1eadec474ac02,VMware,ไม่ได้หาที่ตรงสาย,38000
6c9de08117c1310ff4c9c16de81a3714,บริษัท อินเทอร์เน็ตประเทศไทย จํากัด (มหาชน),งานส่วนใหญ่เป็นด้าน Programing,22000
ce061b19c5b0ec51813c8e5e77889c40,มีมิติ จำกัด,องกรค์ไม่ตรงกับสาขาที่เรียน,28000
6f65faf54a3542c5c68c0ea96fd8c897,ชิจิดะ (ไทยแลนด์) จำกัด,สอนพัฒนาเด็กด้านเชาว์ ภาษา (ถ้าตรงคือได้ใช้โปรแกรม,15000
dacef1c4ca148e913b73abc111d839d1,LG Electronics (Thailand) Co.,Ltd.,ไม่ใช่ทางอิเล็กทรอนิกส์ มีส่วนที่เกี่ยวข้องน้อย,22000
5e778a1c9a2f4a1c3ce8d339d226e576,TTCL Public Company Limited,เลือกที่จะทำงานเกี่ยวกับทางวิศวกรรมในแขนงกว้างๆ,24000
d946a8bccbb9d7d54eaa2aaeffb0f309,NXP Manufacturing(Thailand),เกี่ยวกับนิวเมตริก แมคคานิก โปรแกรมมิ่ง,26000
38d6b3d0c9e7ac8d8b25237ce1c1cf2c,Delta Electronics (DNI Thailand),ใช้ความรู้ทางด้านวิศวกรรมสาขาอื่น,30000
45e92b26a96d0530aee0548f71ea259e,Exxonmobil,คิดว่าการจบวิศวะ สามารถทำงานได้หลากหลาย ไม่จำเป็นต,45000
f07d8dea7bcc71e513a3d65ff6693b2f,tech NC,หางานที่ตรงสายไม่ได้,15000
1a7ada68abf806cc20406a4bf209b545,Honda engineering,ความชอบส่วนตัว,24800
cac381244d60ff0e5348860ff49acd4c,บริษัท ควอลิตี้ คอมโพเน้น จำกัด,ชอบ marketing มากกว่า,30000
ce97278e36c4697139bbff5d330c8505,toyota tsusho denso electronics,ชื่อตำแหน่งตรง แต่ scope งานไม่ตรง,22500
b2fa2273de751828bbcd0d334780050e,TC DATA,ติดภาระทางทหาร (รอเกณฑ์),
4557c9399c12f0a6001c5a134c8f956b,Sound wave car audio,อยากทำงานอื่น,10000
af116a0a2978f44cd82d4e19b90c3734,Jobtopgun co. Ltd.,เป็นงานเกี่ยวกับการขาย,20000
49cf5b036de7aa3e80dd550b9f419007,,ไม่มีในหลักสูตรที่สาขาวิชาสอน,18000
0996281e95b0cfb276c077c535ff4ad7,tower tactics,มีบริษัทน้อยภายในประเทศ ,14000
835c3f561126f1761c49b6a46b259fb6,โรงพยาบาลสิรินธร,อยากทำงานใกล้บ้านและมีโอกาสได้งานที่ทำอยู่,18000
529d7bb590bd11d479fcb9b380c7d933,,สถาบันไม่สอน PLC / Autocode,25000
5f8b0495eb5e7f012414957aee5adc59,Frontis Co.,Ltd,ไม่ตรงกับที่เรียน,27000
0df7c3b0b2f159c6294a1d263112823d, สำนักงานคณะกรรมการอาหารและยา กระทรวงสาธารณสุข ,ดูเรื่องเอกสาร,20000
688b8b9630c271f5e8c0733df1640361,S.R. PVC ,ทำธุรกิจที่บ้าน,10000
fe9c6ba80f47b2d2aaf218b5cbaec98f,,ไม่ได้ใช้ทักษะทางวิศวะ,
7c758ea28b951eebf545af0dbe050788,บริษัท เเลนด์ฟู๊ด(2018)จำกัด,ธุรกิจส่วนตัว,120000
9b2bbf0fe409ee2e9ecba361999a7ff2,siam aisin,รูปแบบสายงาน คนละส่วน,32000
0ac8e926750227246f1be9d7f194005b,,เป็นงานส่วตัวที่ทำเกี่ยวกับการขนส่ง,15000
b6d30502f74b02a6c0a1d43293750c19,บริษัท อินเตอร์เน็ตประเทศไทย จำกัด,ไม่อยากทำสายวิศวกร,23000
0249f3d96630481f4d15c31523572ff4,มินิแบ อยุธยา,มีการสอนในวิชาแลปแต่เป็นเพียงพื้นฐาน,30000
06d340878be2cc3741737b981af7e4a2,Delta Electronics (Thailand) Public Co,Ltd.,ได้งานก่อน,21000
a9235866594e44ab22d4dcf7716e5aa4,CAT,หาประสบการณ์,22400
b0086631ffd39496eb8dcfb4b9118998,บริษัท พีพี ออนไทม์ จำกัด,บริษัทเกี่ยวกับ Network operation,18000
1983c8adea22f147107213175d0d6f4f,อินเตอร์เน็ตประเทศไทยจำกัด,ทำด้าน ไอที,23000
5243441a032886ed178d34eb67774d05,,ช่วยที่บ้าน,
cd701c153d99b5710d64a627e1126ec4,บริษัท ซิสเต็มส์ ดอท คอม จำกัด,ไม่มีวิชาที่เกียวกับ server,30000
afc19e570c83bd0e41a63c091ee56887,บริษัท เอส ซี เอ็ม จำกัด,ชอบธุรกิจมากกว่า,23000
45233903c7240332d0d4a9ba809dcc91,,เป็นธุรกิจทั่วไปไม่ได้ความรู้ที่เรียนมา,15000
25325af06abefce9803d12099aa11038,บริษัท อินเตอร์ไฮด์ จำกัด (มหาชน),ไม่มีความเกี่บวข้องกับจุลชีววิทยา แต่เป็นการวางแผน,15000
4784054d9e61354a1d5b78dc1a5dc978,Uni-President (Thailand) Ltd.,งานไม่ได้เกี่ยวข้องกับจุลชีววิทยา แต่เกี่ยวกับระบบ,16000
23d900c096266c2591a8212113aee98b,,งานที่ทำเป็นธุรกิจส่วนตัว,30000
4ff8a5710d8828c4f2722881a4340ce8,Freelance,ชอบทางด้านการแต่งหน้ามากกว่า,20000
1b678618ab0dd206ae34baad9399a51a,CPF IT Center,ชอบและสนใจ,22000
b0fb195f565e2e59b99e3757501c8782,นิวแหลมทอง ฟู๊ดส์ อินดัสเตรียล จำกัด,เป็นสายอาหาร,18000
b2fc9b146b4ae37d6bf71a8a3371a00c,บมจ. เอสแอนด์เจ  อินเตอร์เนชั่นแนล  อินเตอร์ไพรส์,ยังไม่ได้วัดระดับที่งานต้องการจะเอา,18000
1c0ca867aba8a79c2334f24ce27180fd,Utac Thai Limited,ลักษณะงานที่ทำอยู่มีความท้าทาย,17000
1e0f1e7df970e365820ed85c644bc527,,ศึกษาเรียนรู้เพิ่มเติมด้วยัวเอง,20000
db103974623d2bf943be37d2b5dca094,นาลโก อินดัสเทรียล เซอร์วิส ( ประเทศไทย ) จำกัด,ใช้ประสบการณ์เก่าในการย้ายงาน,45000
432e1e103e3b6d162e5c1ba7c0ed95c4,คณะเทคโนโลยีสารสนเทศ สจล,,ไม่ใช่งานในสายที่เรียนมา,28000
30bd38749a2b91a8c36d571fd2b170d0,วีรับเบอร์ คอร์ปอเรชั่น จำกัด (สำนักงานใหญ่) ,ใช้ความรู้ด้านการใช้คอมพิวเตอร์,14000
b696b2ce93d192264d288067df2ce1aa,โทเทิ่ล แอ็คเซ็ส คอมมูนิเคชั่น จำกัด (มหาชน),ไม่ได้ใช้ความรู้ที่เกี่ยวกับสาขาของตนเอง,20000
bba959116cdfdbee048d6e2615ed8f48,บจ.แกร็บแท็กซี่,อยากลองประสบการณ์ใหม่ๆ,15000
76fc001fbfcdfa9ae646009dd6cc8c59,บริษัท บิ้วตี้ คอมมูนิตี้ จำกัด มหาชน,ไม่่มีการทำแลป,17000
e703b73ec30466032febb6393949bd9e,โรงเรียนกวดวิชาคุมอง,ทำอาชีพครูสอนพิเศษวิชาคณิตศาสตร์ ภาษาไทย ภาษาอังกฤ,8000
bc445741cd2ebed3454816dd91b0fb07,มหาวิทยาลัยศรีนครินทรวิโรฒ,เป็นงานรัฐวิสาหกิจที่ต้องสอบเรื่องความรู้เฉพาะตำแห,19000
ce01498e4a1924349293dec5105f63a6,VenueE Co., Ltd.,ไม่ได้ใช้ภาษาอังกฤษโดยตรง,26000
b5c4afa453a0c5140023368b2bb62c06,Sumitomo Mitsui Auto Leasing ,เรียนศิลปศาสตร์  แต่ทำงานทางด้าน  sale  ซึ่งจะเกี่,19500
af5b8fcf61376e2916efc6c7bf6ed298,บจ. นิโปร (ประเทศไทย),ได้รับโอกาศให้ทำ จึงลองทำ,24000
c3cfc4b9c2ae14607f7919c1acb0f711,Newly weds food,ดูกฎหมายอาหารซึ่งไม่มีสอนในหลักสูตร,18000
03df4ad2616f12001c915dc35455239f,บริษัท แบรนด์เด็กซ์ ไดเร็กทอรี่ จำกัด,เกี่ยวกับคอมพิวเตอร์ โปรแกรมเมอร์,15000
2ae5f4ec5625246f8e2f60b387e62d46,,อยากทำงานใกล้ๆ บ้าน,40000
e7b5ad3a3559abc889181a39482e03f1,แอดวานซ์ คอนแท็ค เซ็นเตอร์ ACC,เป็นงานด้านการสื่อสาร,15000
72d7bb143aef4344af682731ad1dd87a, บริษัท ระบบขนส่งมวลชนกรุงเทพ จำกัด (มหาชน),งานที่ตรงสาย ไม่รับ,18000
10fb9d3086d9dd29ff66008f0b0393cc,,ไม่ใช่งานทางด้านการเกษตร,15000
6da59d9f45a290b334b0e2f52eff0d04,Elemac Co., Ltd.,สมัครวานที่ตรงสายและไม่ได้งาน,15000
869113ebe3ab005afabd5000a59daca7,บริษัท สเวนเซ่นส์ (ไทย) จำกัด,เป็นงานบริการ Service,15300
1dec3e24d942cc404ec38b5b492f903b,บริษัท วงใน มีเดีย จำกัด (สำนักงานใหญ่),ทำงานด้านระบบเว็บไซต์,12000
0eec278a2c8146753c27386c5abc43cd,บริษัท บู๊ทส์ รีเทล (ประเทศไทย) จำกัด,ไม่ได้ใช้ความรู้ที่เรียนมา,15350
4c96c96ccfe42707c694a9f74a1d2ede,,ธุรกิจครอบครัว,10000
bcbceaa242588549c98c27a40fad0b6f,ร้านStarbucks Coffee (สตาร์บัคส์),เป็นงานบริการ ,12000
3ac2b3bd57017dd24e108d48ff80d5d1,Datapro Computer systems,เป็นงานด้านไอที,21000
8e02315d342cf294faf71f91a58f1e87,All inspire Deverlopment Public Co.,Ltd.,ไม่ตรงสายงานที่เรียนมา,18000
34761dfb0d405d06be1b2b3176cc40f0,หจก วิชัยหลังสวน,ว่าใช้ไม่ได้เก็บงานที่ทำ,15000
c77b9d1b7492191884f4f05cdb5d8e31,บริษัทอาดิดาส(ประเทศไทย)จำกัด,ไม่ถนัด,25000
c8588605f2fbe326f637e906e4ad22e5,TFC,เกรดเฉลี่ไม่ค่อยดี และสาขาที่เรียน บ. มีความต้องกา,15000
032bd4ff84289debc08cc5ca81fd8650,ฟรีแลนซ์,ไม่ชอบงานที่เรียนมา,22000
3d967aeba0475da314a3c2f93a0dac15,บจ. เพ็น เค อินเตอร์เทรดดิ้ง,ไม่มี บ . ที่ตรงสาขาที่เรียนมาใกล้ภูมิลำเนา,14950
67a037553c320bc74a4e35a59d800b0a,พลาสติกเมืองเอก,ธุรกิจส่วนตัว,10000
d32f12c4568e349ac022f84bda234677,เคเอช พร็อพเพอร์ตี้ จำกัด,งานหายาก,20000
60a446b7976816bb42af44763dd4f98d,Truetouch จำกัด,อยากลองหาไปเรื่อยๆ,1500
d3bc4b56e09591b66bc78542532f2ce0,the boon cafe,ธุรกิจส่วนตัว,10000
27d2ac4992d9c35cf0d42ab76acf3b1f,เน็กซ์เอ็กซเพรส จำกัด,ไม่ได้นำความรู้ไปใช้,18000
f49a85720e8c1c27f8c15ca154669ffc,มีดี88ช็อปจำกัด,ไม่อยากทำงานตรงสายหรือราชการ,28000
6e52f9ed4da0f7a81bbd54c34cb50f44,ร้านไก่ป๊อบเมียจ๋า,ร้านอาหาร,15000
8e78b772eabcd458760c7e442bb04fe1,ดี อาร์ อินเตอร์ รีไซเคิล กรุ๊ป จำกัด,เป็นสายงานการจัดการ,15000
85c75505e9e7fe37c390e00fca72a68f,วันทูวัน คอนแทคส์ จำกัด (มหาชน),ตั้งใจหาประสบการณ์ก่อน,14000
38296c36d7c01a5cc2ef5ccaa5063716,มหาวิทยาลัยเทคโนโลยีมหานคร,ไม่ใช่สายงานเกษตรที่จบมา,13000
46603bb94f9065abe38c88248d409462,just build จำกัด,ทำงานเกี่ยวกับเอกสารบัญชี,20000
75c722bd998689d342a3630bd2bb9a2c,,ทำธุรกิจส่วนตัว,30000
c1bb04c1fdcc82f62199ad98f545b024,ห้างหุ้นส่วนจำกัด ผลเพิ่มค้าน้ำมัน,ทำงานวุฒิม.3,9000
bef273d7e17360ed15f6e8e86af9c342,ป่องแป๋ง อิเลคทริคแอร์ เซอรืวิส,อยุ่บ้าน,20000
a426c3755061d927cccb751e7b7f12ee,SS Group Thailand จำกัด,อญุ่ในเมือง,15000
b86ad16a32b7535c4491fad72dc1130f,Nature Beach Resort ,ต้องการประสบการณ์ด้านอื่นๆ เพื่อนำมาร่วมกับประสบกา,12000
3b80d660987955d8513324b0ccac3940,,ธุรกิจส่วนตัว,16000
f44213b42a2df3d639ee4760d566b678,SETTHASIT EXPRESS,ไม่เลือกงานไม่ยากจน,13000
1fc80d50eaaddb7209e70aeafc4dc4e0,บริษัทเอลก้าคาร์บอนไนซ์ จำกัด,ถนัดทางด้านการติดต่อสื่อสาร,20000
547560a0ac89c31c586f37eb03d40f37,บริษัท ไอคาร์ เอเชีย (ไทยแลนด์) จำกัด,เกี่ยวกับการขาย,24000
3b4af267a429277a8600125ef4f936bd,บริษัท สยาม ดี.เอฟ.เอส จำกัด (สาขาสนามบินสุวรรณภูมิ),ยังหางานที่ตรงสายไม่ได้,17000
d13d5e4657e17d0da3a98c32ca7abc2f,KING SERVICE CENTER (สำนักงานใหญ่),เลือกทำงานในที่สะดวก เดินทางง่าย,19000
cf8e1d5bae982171c4eeab38e65b4e96,ฟิลิปเวน จำกัด,ทำงานด้านอาหาร,12000
8de98fbf3dc54e3305c87109d12926a0,บริษัท 1577 โฮมชอปปิ้ง จำกัด,หาประสบการณ์ทางด้านอื่น,12000
e347d41442dbcbacfb11e4638878424f,Rainforest the wedding,เป็นงานอีเว้นท์,22000
4de2616ebd89195cd46a1caaa1924748,MFEC,งานต้องใช้ความรู้ด้านไอที,24000
a2fac0f28181ce17be68a8120346079e,หมู่บ้านพฤรึกษย์,ทำงานทั่วไป,
a1cac9b639a747c055a4642f134fc1cf,ํY music thailand,สบายใจจะทำ,
1d7adf2a16bbdd887b711bae1182befd,,เปิดร้านขายชาไข่มุก,15000
7b16b3df3936d9900603eb64ead29fa5,บริษัท ว่องไววิทย์ อินดัสเตรียล ซัพพลาย คอร์ปอเรชั่น จำกัด,ตัวเลือก,18000
02bc44e65ae5084e3dbcba45900cb2bb,บริษัท  เพอร์เฟ็ค  คอมมาเนียน  กรุ๊ป  จำกัด  (ธุรกิจไอศกรีม),ไม่ตรงกับ  JOB  discriotion,23000
df4c7a9b389277a0fa42a1bbcc3961a5,C- asean  ( CAC),หาประสบการณ์ ,ไม่ได้ใช้ภาษา,19000
966c39a09914b00a73aa3be5833e51fa,rin&rin supply  co.ltd,อยากลอง,17000
08d9174ede37419263a830611ea07bd0,บริษัทเลิฟกู๊ด จำกัด มหาชน,ไม่ได้ใช้ภาษาญี่ปุ่น,17000
6739777ca6a2e613820dd56f4473ca7e,บริษัท ฮิวแมนิก้า จำกัด (มหาชน),เกี่ยวกับตัวเลขแต่เชิงกฎหมายแรงงานเยอะมากกว่า,20000
1fbd5ff492e1047d512075060c987ff6,บริษัท ฟรีวิลล์ เอฟเอ๊กซ์ จำกัด,ไม่ได้ใช้ ความรู้ที่เรียนมา,37166
ee36061fa0505900ecd35e7b76ce1be7,ดพำำสฟืแำ,visual perate,50000
c92b2deb053153a7084068b05acf1980,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย,เป็นงานวิเคราะห์แผนงานองค์กร และเขียนหนังสือราชการ,30000
4cd89778f75ee8214aac987a75eff363,พลาสตินัม เคมีคอล เอ็นจิเนียริ่ง,ทำงาน Sale,-
a2f0a95c6b905076a66d5133319ee53a,บจ. เบล อินทีเรีย,เป็นสายเกี่ยวกับการออก,21000
5152014b4ce61bcc2e35e3ef95d1b09c,บริษัท ไปรษณีย์ไทย จำกัด,ทำงานชดใช้ทุนการศึกษา,12000
0694ccb37843c69a1cb1d6deb3969432,Thonburi Automotive Assembly Plant Co., Ltd. (TAAP),เกี่ยวกับสาขาเครื่องกล,28000
a489322a1fc3ed4994baa482a2351376,ร้านกิ่งแก้วเครื่องเย็น,อยากเรียนรู้อะไรหลากหลาย,20000
cb2594baaa75f6cef21ef56adba0e2ed,บริษัท อจิลิตี้ จำกัด,สถานที่ทำงานอยู่ใกล้บ้านและได้เงินเดือนดี,15000
9974c54dd2aa7dba14d8ccaa3da3b277,บ้าน,ธุรกิจที่บ้านเป็นเกษตรกร,5000
2a23fbd6b63a6aee608a5d47d6fc89ec,บริษัท ดอยคำผลิตภัณฑ์อาหาร จำกัด,เป็นการด้านการขาย การตลาด,20000
d63083f74ef39bb37ef57966997fb121,,ความสนใจ,30000
e2a886c7e02b93080a75cb1f3b4f7b6d,จอมเทียนทะเลเผา อ่างศิลา,ธุรกิจส่วนตัวร้านอาหาร,20000
55b9772ccfc03c79ad9176a4fb7e6fe8,Inet,ชอบทำงานที่ทำอยู่,22000
c7d44ddfd34c883fe5d02e8f732e00f3,Wisesight (Thailand) Co., Ltd.,ไม่ได้ใช้สิ่งที่เรียนแต่กำลังนำสิ่งที่เรียนไปพัฒนา,20000
734b211a09a9a7d2ef94aad8fd8f5616,AINT company,การเรียนของที่นี่ไม่ได้พูดถึงเรื่องของการนำไปประยุ,500000
be8e39916e39f8b7050d3c9f709d3048,,ไม่มีเกี่ยวข้องกับคอมพิมเตอร์,20000
f4ca52e66371bb6de9c55b0db06340db,บริษัท เอ-โฮสต์  จำกัด,แต่ใกล้เคียง และมีพื้นฐาน,23000
368bd33b803f8614256b63ec76cd06a3,The park Furniture,ไม่ค่อยได้ใช้,20000
5c22e7c4845d19a597021daf6a16dd3f,ร้านเบทาโกรช็อป สาขาอ่อนนุช,ไม่ได้ใช้ความรู้ที่เรียนมาในการทำงาน,15000
bd3a5f77dd496d66239248d8cae6b5e9,Tipwarin Resort Khaoyai (ฝ่ายพัฒนาอสังหาริมทรัพย์),เป็นงานพัฒนาอสังหาฯโดยส่วนใหญ่ไม่ค่อยได้นำความรู้ท,17000
7220cf26dcc68d999d1d6579445c39e0,บริษัท มินิกริป (ประเทศไทย) จำกัด,โรงงานใกล้บ้าน,13000
4d33bc2e4210823eaa168e18475372a3,Adment,ไม่เกี่ยวกับพืช,43825
18cd05be9ac43b7538503b1fc52b2c6c,,ช่วยงานที่บ้าน,15000
4d22df75bb01d0499a562a1e364c80f5,บริษัท เคแลนด์ ทีเอช,ไม่ตรงเท่าไหร่แต่ว่าเป็นหน้าที่ที่คุ้นเคย,18000
351cd802d50d84a132b2ecbc1ab9f52d,Thaismileairway,โอกาสที่ได้มาจึงรีบรับไว้,50000
743e195d1adce9e12ff20326a43b4162,Biz Focus Magazine,เป็นงานฝ่ายการตลาด ที่ใช้ทักษะการพูด,12000
